vgsales.rank,vgsales.name,vgsales.year,vgsales.genre,vgsales.publisher,vgsales.na_sales,vgsales.eu_sales,vgsales.jp_sales,vgsales.other_sales,vgsales.global_sales,vgsales.platform
12369,From The Abyss,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06,DS
16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01,DS
7632,Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.16,0.03,0,0.02,0.2,DS
7630,Magical ZhuZhu Princess: Carriages & Castles,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,DS
12378,Di-Gata Defenders,2008,Role-Playing,Game Factory,0.06,0,0,0,0.06,DS
12379,Star Trek: Tactical Assault,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,DS
12305,Sprung - A Game Where Everyone Scores,2004,Adventure,Ubisoft,0.06,0,0,0,0.06,DS
7756,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005,Action,Sega,0,0,0.19,0,0.19,DS
12382,Sudoku Ball Detective,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0,0.06,DS
7758,Petz Pony: Beauty Pageant,2009,Simulation,Ubisoft,0.18,0,0,0.01,0.19,DS
12394,Atari's Greatest Hits: Volume 2,2011,Misc,Atari,0.06,0,0,0,0.06,DS
12395,Chuck E. Cheese's Playhouse,2010,Misc,UFO Interactive,0.06,0,0,0,0.06,DS
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06,DS
7612,CSI: Unsolved!,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2,DS
12300,Max & the Magic Marker,2011,Platform,Unknown,0,0.06,0,0,0.06,DS
7608,Mahjongg Mysteries: Ancient Egypt,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,DS
7596,Treasure World,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2,DS
7595,Press Your Luck 2010 Edition,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2,DS
371,Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,DS
7768,Power Pro Kun Pocket 12,2009,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,DS
7594,"Ni Hao, Kai-lan: New Year's Celebration",2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2,DS
12411,Paws & Claws: Pampered Pets 2,2011,Simulation,THQ,0.06,0,0,0,0.06,DS
12297,Smart Boy's Toys Club,2008,Misc,505 Games,0.06,0,0,0,0.06,DS
10496,Atsumare! Power Pro Kun no DS Koushien,N/A,Sports,N/A,0,0,0.1,0,0.1,DS
7586,Imagine: Babyz Fashion,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2,DS
7579,Camping Mama: Outdoor Adventures,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2,DS
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,2009,Adventure,D3Publisher,0,0,0.01,0,0.01,DS
7561,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,DS
7547,Deal or No Deal: The Banker is Back!,2008,Misc,Mindscape,0,0.2,0,0,0.2,DS
7778,Dream Salon,2009,Misc,Zoo Digital Publishing,0.18,0,0,0.01,0.19,DS
7779,Scene It? Twilight,2010,Misc,Konami Digital Entertainment,0.11,0.07,0,0.02,0.19,DS
7780,Disgaea DS,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19,DS
12426,Winx Club: Quest for the Codex,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,DS
7782,Space Invaders Extreme 2,2009,Shooter,Square Enix,0.17,0.01,0,0.01,0.19,DS
12430,Arkanoid DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,DS
10755,Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,DS
7785,Mystery Tales of Time Travel,2010,Puzzle,Foreign Media Games,0.01,0.16,0,0.02,0.19,DS
12294,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007,Action,Namco Bandai Games,0,0,0.06,0,0.06,DS
7518,Sloane to MacHale no Nazo no Monogatari,2009,Puzzle,Level 5,0,0,0.2,0,0.2,DS
7788,Hidden Mysteries: Vampire Secrets,2010,Adventure,Astragon,0.06,0.11,0,0.02,0.19,DS
10760,Luminous Arc 2 (JP sales),N/A,Role-Playing,Unknown,0,0,0.1,0,0.1,DS
12446,World Cup of Pool,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06,DS
7510,Chronicles of Mystery: Curse of the Ancient Temple,2009,Adventure,City Interactive,0.07,0.11,0,0.02,0.2,DS
12448,Imagine: Cheerleader,2009,Simulation,Ubisoft,0.06,0,0,0,0.06,DS
356,Cooking Mama 2: Dinner With Friends,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,DS
7501,Discovery Kids: Pony Paradise,2009,Simulation,505 Games,0.19,0,0,0.01,0.2,DS
12451,Busy Scissors,2010,Simulation,Little Orbit,0.06,0,0,0,0.06,DS
12290,Paws & Claws: Marine Rescue,2011,Simulation,THQ,0.06,0,0,0,0.06,DS
12453,Shining Force Feather,2009,Strategy,Sega,0,0,0.06,0,0.06,DS
12287,Frogger: Helmet Chaos,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06,DS
12286,My Pet Chimp,2010,Simulation,505 Games,0.06,0,0,0,0.06,DS
7490,Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21,DS
12456,Disney's Kim Possible: Global Gemini,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06,DS
12457,Big Bang Mini,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,DS
10482,PictoImage,2007,Puzzle,Sega,0.1,0,0,0.01,0.1,DS
12285,Western Riding Academy,2010,Simulation,Destineer,0.06,0,0,0,0.06,DS
7477,The Amazing Spider-Man (Console Version),2012,Action,Activision,0.15,0.04,0,0.01,0.21,DS
12463,X-Men: Destiny,2011,Action,Activision,0.05,0.01,0,0,0.06,DS
7471,Heisei Kyouiku linkai DS,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21,DS
7809,Might & Magic: Clash of Heroes,2009,Role-Playing,Ubisoft,0.16,0.02,0,0.01,0.19,DS
7467,Barbie Fashion Show: An Eye for Style,2008,Misc,Activision,0.19,0,0,0.02,0.21,DS
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,2006,Misc,TDK Core,0,0,0.06,0,0.06,DS
12466,Kurupoto Cool Cool Stars,2007,Action,Starfish,0.06,0,0,0,0.06,DS
7458,I Spy: Castle,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01,0.21,DS
10481,May's Mystery: Forbidden Memories,2011,Puzzle,Mastertronic,0.05,0.04,0,0.01,0.1,DS
7457,Wacky Races: Crash & Dash,2008,Racing,Eidos Interactive,0.19,0,0,0.01,0.21,DS
7456,Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.21,DS
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06,DS
12472,Dreamer Series: Zoo Keeper,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0,0.06,DS
7819,Spider-Man: Shattered Dimensions,2010,Action,Activision,0.17,0.01,0,0.01,0.19,DS
7452,Super Robot Taisen K,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21,DS
7451,Tony Hawk's Motion,2008,Sports,Activision,0.19,0,0,0.02,0.21,DS
7441,Solatorobo: Red the Hunter,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,DS
12480,Winter Sports 2: The Next Challenge,2008,Sports,RTL,0.04,0.02,0,0.01,0.06,DS
16417,thinkSMART: Chess for Kids,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,DS
12482,World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,0.05,0,0,0,0.06,DS
7826,Tokimeki Memorial Girl's Side 3rd Story,2010,Adventure,Konami Digital Entertainment,0,0,0.19,0,0.19,DS
12483,Playmobil Knights,2009,Action,Mindscape,0.04,0.01,0,0,0.06,DS
12277,My Pet Shop,2008,Simulation,Square Enix,0.06,0,0,0,0.06,DS
12485,DropCast,2008,Puzzle,THQ,0.06,0,0,0,0.06,DS
12488,Summon Night 2,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,DS
12489,Chou Soujuu Mecha MG,N/A,Simulation,N/A,0,0,0.06,0,0.06,DS
12501,Eigo de Tabisuru: Little Charo,2011,Misc,Nintendo,0,0,0.06,0,0.06,DS
7403,Wedding Dash,2009,Action,Zoo Games,0.2,0,0,0.01,0.21,DS
7391,The Chronicles of Narnia: Prince Caspian,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21,DS
12527,Showtime Championship Boxing,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,DS
7836,Mahjong: Journey Quest for Tikal,2008,Puzzle,Rondomedia,0.15,0.03,0,0.01,0.19,DS
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,DS
7838,Naruto: Ninja Destiny,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,DS
12270,Elite Forces: Unit 77,2009,Strategy,Deep Silver,0.06,0,0,0,0.06,DS
12530,Foster's Home for Imaginary Friends: Imagination Invaders,2007,Adventure,Midway Games,0.06,0,0,0,0.06,DS
12531,I Love Beauty: Hollywood Makeover,2009,Misc,City Interactive,0.06,0,0,0,0.06,DS
12264,IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.06,0,0,0,0.06,DS
7357,Tony Hawk's American Sk8land,2005,Sports,Activision,0.19,0.01,0,0.02,0.21,DS
12534,Rock Blast,2008,Puzzle,UFO Interactive,0.06,0,0,0,0.06,DS
12544,Little League World Series Baseball 2008,2008,Sports,Activision,0.06,0,0,0,0.06,DS
7332,Dorabase DS: Dramatic Stadium,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21,DS
12263,Disney's Chicken Little: Ace In Action,2006,Shooter,Disney Interactive Studios,0.06,0,0,0,0.06,DS
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009,Misc,Rocket Company,0,0,0.06,0,0.06,DS
12556,Theresia...,2008,Adventure,Arc System Works,0.06,0,0,0,0.06,DS
12557,Pop Cutie! Street Fashion Simulation,2008,Simulation,Tecmo Koei,0.06,0,0,0,0.06,DS
10480,Corvette Evolution GT,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1,DS
7312,Blue Dragon Plus,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,DS
7310,Ninja Gaiden: Dragon Sword,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,DS
12566,Satisfashion,2010,Misc,Destineer,0.06,0,0,0,0.06,DS
12570,Match 3 Madness,2010,Puzzle,Foreign Media Games,0,0.05,0,0.01,0.06,DS
12254,Orcs & Elves,2007,Role-Playing,Electronic Arts,0.06,0,0,0.01,0.06,DS
7286,Pass the Pigs,2008,Misc,THQ,0.2,0,0,0.02,0.22,DS
10478,Nicktoons: MLB,2011,Sports,Take-Two Interactive,0.1,0,0,0.01,0.1,DS
7284,Yoshi Touch & Go (JP sales),2005,Platform,Nintendo,0,0,0.22,0,0.22,DS
12253,Jam Sessions 2,2009,Misc,Ubisoft,0.06,0,0,0,0.06,DS
12250,Jewel Link Chronicles: Mountains of Madness,N/A,Puzzle,Avanquest,0,0.06,0,0.01,0.06,DS
12246,Jewel Quest IV: Heritage,2011,Puzzle,iWin,0,0.05,0,0.01,0.06,DS
9997,Army Men: Soldiers of Misfortune,2008,Shooter,Zoo Games,0.11,0,0,0.01,0.12,DS
12244,Walt Disney Pictures Presents Enchanted,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07,DS
7279,Madden NFL 07,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22,DS
7277,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22,DS
12577,Imagine: Resort Owner,2010,Strategy,Ubisoft,0.05,0,0,0,0.06,DS
10761,Ninja Reflex,2008,Action,Electronic Arts,0.09,0,0,0.01,0.1,DS
12238,"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.05,0.01,0,0.01,0.07,DS
7870,Tottadoo! Yoiko no Mujintou Seikatsu,2008,Adventure,Namco Bandai Games,0,0,0.19,0,0.19,DS
9999,Mystery P.I. - Portrait of a Thief,2008,Adventure,Unknown,0.11,0,0,0.01,0.11,DS
10474,Miami Law,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1,DS
7269,Hasbro Family Game Night,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22,DS
12235,Cosmos Chaos!,2010,Misc,Mentor Interactive,0.06,0,0,0,0.07,DS
7257,Tamagotchi no KiraKira Omisecchi,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,DS
7254,Infinite Space,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,DS
2021,Donkey Kong Land III,N/A,Platform,Nintendo,0.68,0.31,0,0.04,1.03,GB
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,1999,Strategy,Konami Digital Entertainment,0,0,1.1,0,1.1,GB
5944,Hamster Tarou,1999,Simulation,Jorudan,0,0,0.3,0,0.3,GB
11950,Metal Gear Solid,2000,Action,Konami Digital Entertainment,0,0,0.07,0,0.07,GB
31,Pokémon Yellow: Special Pikachu Edition,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,GB
1680,SolarStriker,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,GB
392,F-1 Race,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,GB
3601,Hamtaro: Ham-Hams Unite!,2001,Role-Playing,Nintendo,0,0,0.56,0,0.56,GB
4796,Medarot: Kabuto / Kuwagata Version,1997,Role-Playing,Imagineer,0,0,0.4,0,0.4,GB
13,Pokemon Gold/Pokemon Silver,1999,Role-Playing,Nintendo,9,6.18,7.2,0.71,23.1,GB
12103,Power Pro GB,1998,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,GB
891,Tetris DX,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,GB
1544,Yakuman,1989,Misc,Nintendo,0,0,1.28,0,1.28,GB
201,Super Mario Bros.,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,GB
4985,Wario Land II (GBC),1998,Platform,Nintendo,0,0,0.38,0,0.38,GB
672,Kirby's Dream Land 2,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,GB
777,Golf,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,GB
882,Alleyway,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,GB
1796,Super R.C. Pro-Am,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,GB
5718,Mario Golf,1999,Action,Nintendo,0,0,0.31,0,0.31,GB
6166,Mega Man II,1991,Platform,Nintendo,0,0,0.28,0,0.28,GB
1193,Dragon Quest Monsters 2,2001,Role-Playing,Enix Corporation,0,0,1.56,0,1.56,GB
6157,Mega Man: Dr. Wily's Revenge,1991,Platform,Nintendo,0,0,0.28,0,0.28,GB
1282,Wario Land II,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,GB
1772,Qix,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,GB
8278,Power Pro Kun Pocket,1999,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,GB
989,Metroid II: Return of Samus,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,GB
9109,Yu-Gi-Oh! Monster Capture GB,2000,Role-Playing,Konami Digital Entertainment,0,0,0.14,0,0.14,GB
1639,Game & Watch Gallery 3,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22,GB
6634,Power Pro Kun Pocket 2,2000,Sports,Konami Digital Entertainment,0,0,0.25,0,0.25,GB
1638,Game & Watch Gallery 2,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,GB
5156,Mini-Yonku GB: Let's & Go!!,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37,GB
4956,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,2001,Role-Playing,Banpresto,0,0,0.39,0,0.39,GB
7264,Kirby's Star Stacker,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,GB
9054,Star Ocean: Blue Sphere,2001,Role-Playing,Enix Corporation,0,0,0.14,0,0.14,GB
1622,Kirby Tilt 'n' Tumble,2000,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23,GB
2338,Pokemon Card GB2: Here Comes Team GR!,2001,Strategy,Nintendo,0,0,0.89,0,0.89,GB
172,Pokemon Pinball,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,GB
51,Super Mario Land 2: 6 Golden Coins,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,GB
9802,Harvest Moon 2 GBC,1999,Simulation,Ubisoft,0,0,0.12,0,0.12,GB
185,Super Mario Land 3: Wario Land,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,GB
2729,Final Fantasy Legend III,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76,GB
1610,Tetris 2 (All region sales),1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24,GB
7507,Trade & Battle: Card Hero,2000,Strategy,Nintendo,0,0,0.2,0,0.2,GB
3697,Medarot 2: Kabuto / Kuwagata Version,1999,Role-Playing,Imagineer,0,0,0.54,0,0.54,GB
7122,Tetris Attack,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,GB
306,Donkey Kong Land,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,GB
2533,Dragon Warrior III,2000,Role-Playing,Enix Corporation,0,0,0.81,0,0.81,GB
171,Dr. Mario,1989,Puzzle,Nintendo,2.18,0.96,2,0.2,5.34,GB
1078,Yoshi's Cookie,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,GB
675,Dragon Warrior Monsters,1998,Role-Playing,Eidos Interactive,0,0,2.34,0.01,2.35,GB
11818,Mega Man Xtreme 2,2001,Platform,Capcom,0,0,0.07,0,0.07,GB
748,Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18,GB
5830,Gameboy Gallery,1995,Misc,Nintendo,0,0,0.3,0,0.3,GB
5634,Kirby's Block Ball,1995,Puzzle,Nintendo,0,0,0.32,0,0.32,GB
6334,Medarot 3: Kabuto / Kuwagata Version,2000,Role-Playing,Imagineer,0,0,0.27,0,0.27,GB
925,The Legend of Zelda: Oracle of Seasons,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,GB
8039,GameBoy Wars,1991,Strategy,Nintendo,0,0,0.18,0,0.18,GB
336,Pokémon Trading Card Game,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,GB
746,Donkey Kong Country,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,GB
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,GB
2064,Game & Watch Gallery,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1,GB
456,Donkey Kong,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,GB
7067,Tetris 2 (weekly jp sales),1992,Puzzle,Nintendo,0,0,0.23,0,0.23,GB
1352,Disney's DuckTales,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43,GB
133,Pokémon Crystal Version,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,GB
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,1996,Role-Playing,ChunSoft,0,0,0.27,0,0.27,GB
9867,Medarot 4: Kabuto / Kuwagata Version,2001,Role-Playing,Imagineer,0,0,0.12,0,0.12,GB
2676,Dragon Warrior I&II,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77,GB
6,Tetris,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26,GB
9015,Sakura Wars GB,2000,Adventure,Media Factory,0,0,0.14,0,0.14,GB
1475,Tony Hawk's Pro Skater,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.33,GB
3273,Mario's Picross,1995,Puzzle,Nintendo,0,0,0.62,0,0.62,GB
2492,Yu-Gi-Oh! Dark Duel Stories,2000,Misc,Konami Digital Entertainment,0,0,0.83,0,0.83,GB
745,Kirby's Pinball Land,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19,GB
22,Super Mario Land,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14,GB
674,Donkey Kong Land II,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35,GB
738,Wario Land 3,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,GB
1712,Mario Tennis,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,GB
730,The Legend of Zelda: Link's Awakening DX,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.22,GB
854,Tennis,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,GB
11801,Mega Man Xtreme,2000,Platform,Capcom,0,0,0.07,0,0.07,GB
1030,Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,GB
896,The Legend of Zelda: Oracle of Ages,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,GB
5035,Final Fantasy Adventure,1991,Role-Playing,SquareSoft,0,0,0.38,0,0.38,GB
1145,Yu-Gi-Oh! Duel Monsters,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61,GB
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,2000,Platform,Nintendo,0,0,0.28,0,0.28,GB
319,The Legend of Zelda: Link's Awakening,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,GB
5274,Picross 2,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,GB
5,Pokemon Red/Pokemon Blue,1996,Role-Playing,Nintendo,11.27,8.89,10.22,1,31.37,GB
192,Kirby's Dream Land,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,GB
1328,Game de Hakken!! Tamagotchi 2,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45,GB
1144,Baseball,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,GB
7016,Harvest Moon GB,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23,GB
1325,Tamagotchi,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45,GB
1860,The Final Fantasy Legend,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1,GB
2800,Yoshi,1991,Puzzle,Nintendo,0,0,0.73,0,0.73,GB
5495,Extra Bases,1990,Sports,Namco Bandai Games,0,0,0.33,0,0.33,GB
16600,Spirits & Spells,2003,Platform,Wanadoo,0.01,0,0,0,0.01,GBA
26,Pokemon Ruby/Pokemon Sapphire,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85,GBA
59,Pokemon FireRed/Pokemon LeafGreen,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,GBA
131,Pokémon Emerald Version,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,GBA
163,Super Mario Advance,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,GBA
164,Mario Kart: Super Circuit,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,GBA
165,Super Mario World,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,GBA
183,Super Mario Bros. 3,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,GBA
265,Namco Museum,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,GBA
489,Pac-Man Collection,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,GBA
493,Super Mario World 2: Yoshi's Island,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,GBA
521,Finding Nemo,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,GBA
552,The Legend of Zelda: A Link to the Past,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,GBA
650,Frogger's Adventures: Temple of the Frog,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39,GBA
710,Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,GBA
711,Wario Land 4,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,GBA
722,Sonic Advance,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,GBA
723,Spyro: Season of Ice,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23,GBA
753,Mario & Luigi: Superstar Saga,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17,GBA
771,Final Fantasy Tactics Advance,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,GBA
814,Yu-Gi-Oh! The Eternal Duelist Soul,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07,GBA
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,GBA
819,The Incredibles,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,GBA
836,Donkey Kong Country,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,GBA
855,Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,GBA
939,Kingdom Hearts: Chain of Memories,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,GBA
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,2005,Misc,THQ,1.31,0.49,0,0.03,1.83,GBA
965,Sonic Advance 2,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,GBA
992,Golden Sun,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,GBA
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2007,Action,THQ,1.26,0.47,0,0.03,1.76,GBA
1015,2 Games in 1: Disney Princess & The Lion King,2004,Misc,THQ,1.25,0.46,0,0.03,1.75,GBA
1032,Crash Bandicoot: The Huge Adventure,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73,GBA
1049,Tetris Worlds,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,GBA
1068,Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,GBA
1070,Dragon Ball Z: The Legacy of Goku,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,GBA
1083,Metroid Fusion,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,GBA
1093,"Monsters, Inc.",2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,GBA
1115,Kirby & the Amazing Mirror,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,GBA
1181,Spyro 2: Season of Flame,2002,Platform,Vivendi Games,0.85,0.65,0,0.08,1.58,GBA
